city,outcome,outcome_label,outcome_value,exposure,exposure_value,percentile_25,percentile_75,cat,date_of_access,source,geo_level
Kansas City,Incidence,Cases per 100K,11760.7996644764,SVI - Socioeconomic,0.342342342342342,0.262503883193538,0.571606088847468,middle,2021-11-20,LHD,city
Las Vegas (Metro),Incidence,Cases per 100K,4885.2260236498,SVI - Socioeconomic,0.507921714818267,0.262503883193538,0.571606088847468,middle,2021-11-24,JHU,county
Los Angeles,Incidence,Cases per 100K,4931.85999965563,SVI - Socioeconomic,0.571606088847468,0.262503883193538,0.571606088847468,top,2021-11-24,JHU,county
Minneapolis,Incidence,Cases per 100K,12622.64348455,SVI - Socioeconomic,0.092264678471575,0.262503883193538,0.571606088847468,bottom,2021-11-22,LHD,city
New York City,Incidence,Cases per 100K,11135.9046269317,SVI - Socioeconomic,0.545386766076421,0.262503883193538,0.571606088847468,middle,2021-11-24,LHD,city
Oakland,Incidence,Cases per 100K,8931.84379094654,SVI - Socioeconomic,0.214041627834731,0.262503883193538,0.571606088847468,bottom,2021-11-22,LHD,city
Philadelphia,Incidence,Cases per 100K,11944.967781771,SVI - Socioeconomic,0.776328052190121,0.262503883193538,0.571606088847468,top,2021-11-22,LHD,city
Phoenix,Incidence,Cases per 100K,6000.64749806385,SVI - Socioeconomic,0.39484311898105,0.262503883193538,0.571606088847468,middle,2021-11-24,JHU,county
Portland,Incidence,Cases per 100K,2424.49623097009,SVI - Socioeconomic,0.276172724448587,0.262503883193538,0.571606088847468,middle,2021-11-24,JHU,county
San Antonio,Incidence,Cases per 100K,5272.72992761004,SVI - Socioeconomic,0.603603603603604,0.262503883193538,0.571606088847468,top,2021-11-24,JHU,county
San Diego,Incidence,Cases per 100K,4035.24713432339,SVI - Socioeconomic,0.369369369369369,0.262503883193538,0.571606088847468,middle,2021-11-24,JHU,county
San Francisco,Incidence,Cases per 100K,6140.38797157816,SVI - Socioeconomic,0.20161540851196,0.262503883193538,0.571606088847468,bottom,2021-11-19,LHD,city
San Jose,Incidence,Cases per 100K,14587.6674872773,SVI - Socioeconomic,0.1587449518484,0.262503883193538,0.571606088847468,bottom,2021-11-22,LHD,county
Seattle,Incidence,Cases per 100K,2388.71949786021,SVI - Socioeconomic,0.0851196023609817,0.262503883193538,0.571606088847468,bottom,2021-11-24,JHU,county
Washington,Incidence,Cases per 100K,2974.85248165363,SVI - Socioeconomic,0.423112767940354,0.262503883193538,0.571606088847468,middle,2021-11-24,JHU,city
Baltimore,Mortality,Deaths per 100K,220.842254594176,% Foreign Born,8.14210090766988,13.8168051502286,26.6321506181401,bottom,2021-11-24,LHD,county
Boston,Mortality,Deaths per 100K,68.7517652480266,% Foreign Born,28.3008391549127,13.8168051502286,26.6321506181401,top,2021-11-24,JHU,county
Charlotte,Mortality,Deaths per 100K,42.4170011728666,% Foreign Born,16.6923054494562,13.8168051502286,26.6321506181401,middle,2021-11-24,JHU,county
Chicago,Mortality,Deaths per 100K,227.825153698016,% Foreign Born,20.639674571347,13.8168051502286,26.6321506181401,middle,2021-11-23,LHD,city
Cleveland,Mortality,Deaths per 100K,676.906785159961,% Foreign Born,5.89334565331368,13.8168051502286,26.6321506181401,bottom,2021-11-18,LHD,county
Columbus,Mortality,Deaths per 100K,206.36205214711,% Foreign Born,12.7103316476069,13.8168051502286,26.6321506181401,bottom,2021-11-15,LHD,county
Dallas,Mortality,Deaths per 100K,68.6564267116339,% Foreign Born,24.797837386105,13.8168051502286,26.6321506181401,middle,2021-11-24,JHU,county
Denver,Mortality,Deaths per 100K,45.7785990632136,% Foreign Born,14.9747156932776,13.8168051502286,26.6321506181401,middle,2021-11-24,JHU,city
Detroit,Mortality,Deaths per 100K,115.343410344873,% Foreign Born,6.2042762665576,13.8168051502286,26.6321506181401,bottom,2021-11-24,JHU,county
Fort Worth,Mortality,Deaths per 100K,77.5565234532941,% Foreign Born,16.816426330711,13.8168051502286,26.6321506181401,middle,2021-11-24,JHU,county
Houston,Mortality,Deaths per 100K,67.381500819709,% Foreign Born,29.3335185800751,13.8168051502286,26.6321506181401,top,2021-11-24,JHU,county
Indianapolis,Mortality,Deaths per 100K,256.117494768332,% Foreign Born,9.6581976685673,13.8168051502286,26.6321506181401,bottom,2021-11-22,LHD,county
Kansas City,Mortality,Deaths per 100K,177.63011817337,% Foreign Born,8.19031093494297,13.8168051502286,26.6321506181401,bottom,2021-11-20,LHD,city
Las Vegas (Metro),Mortality,Deaths per 100K,89.1718089823346,% Foreign Born,22.2128832027806,13.8168051502286,26.6321506181401,middle,2021-11-24,JHU,county
Los Angeles,Mortality,Deaths per 100K,87.0217637532287,% Foreign Born,36.8633625548786,13.8168051502286,26.6321506181401,top,2021-11-24,JHU,county
Minneapolis,Mortality,Deaths per 100K,116.814647747928,% Foreign Born,15.6020117813877,13.8168051502286,26.6321506181401,middle,2021-11-22,LHD,city
New York City,Mortality,Deaths per 100K,351.513115792304,% Foreign Born,36.8267208405053,13.8168051502286,26.6321506181401,top,2021-11-24,LHD,city
Oakland,Mortality,Deaths per 100K,99.5067008235768,% Foreign Born,26.8014123835266,13.8168051502286,26.6321506181401,top,2021-11-24,LHD,city
Philadelphia,Mortality,Deaths per 100K,257.302534711778,% Foreign Born,14.0947073444897,13.8168051502286,26.6321506181401,middle,2021-11-22,LHD,city
Phoenix,Mortality,Deaths per 100K,97.2607385830856,% Foreign Born,19.4124127305472,13.8168051502286,26.6321506181401,middle,2021-11-24,JHU,county
Portland,Mortality,Deaths per 100K,35.350051731783,% Foreign Born,13.4948418620436,13.8168051502286,26.6321506181401,bottom,2021-11-24,JHU,county
San Antonio,Mortality,Deaths per 100K,84.0865456995271,% Foreign Born,14.3186416132269,13.8168051502286,26.6321506181401,middle,2021-11-24,JHU,county
San Diego,Mortality,Deaths per 100K,41.9637227654542,% Foreign Born,26.1243653219805,13.8168051502286,26.6321506181401,middle,2021-11-24,JHU,county
San Jose,Mortality,Deaths per 100K,184.588737848962,% Foreign Born,39.7408751666359,13.8168051502286,26.6321506181401,top,2021-11-18,LHD,county
Seattle,Mortality,Deaths per 100K,27.2707366188675,% Foreign Born,18.7792435507141,13.8168051502286,26.6321506181401,middle,2021-11-24,JHU,county
Washington,Mortality,Deaths per 100K,55.0924970282794,% Foreign Born,13.7241710854749,13.8168051502286,26.6321506181401,bottom,2021-11-24,JHU,city
Baltimore,Mortality,Deaths per 100K,220.842254594176,% Healthcare Worker,11.4803765201789,7.58265758269802,9.74066843506018,top,2021-11-24,LHD,county
Boston,Mortality,Deaths per 100K,68.7517652480266,% Healthcare Worker,10.5163751054388,7.58265758269802,9.74066843506018,top,2021-11-24,JHU,county
Charlotte,Mortality,Deaths per 100K,42.4170011728666,% Healthcare Worker,6.84476301905503,7.58265758269802,9.74066843506018,bottom,2021-11-24,JHU,county
Chicago,Mortality,Deaths per 100K,227.825153698016,% Healthcare Worker,8.67997558367058,7.58265758269802,9.74066843506018,middle,2021-11-23,LHD,city
Cleveland,Mortality,Deaths per 100K,676.906785159961,% Healthcare Worker,11.5401538770995,7.58265758269802,9.74066843506018,top,2021-11-18,LHD,county
Columbus,Mortality,Deaths per 100K,206.36205214711,% Healthcare Worker,10.0582650578692,7.58265758269802,9.74066843506018,top,2021-11-15,LHD,county
Dallas,Mortality,Deaths per 100K,68.6564267116339,% Healthcare Worker,7.32148089534346,7.58265758269802,9.74066843506018,bottom,2021-11-24,JHU,county
Denver,Mortality,Deaths per 100K,45.7785990632136,% Healthcare Worker,7.70658083900847,7.58265758269802,9.74066843506018,middle,2021-11-24,JHU,city
Detroit,Mortality,Deaths per 100K,115.343410344873,% Healthcare Worker,10.9782933634491,7.58265758269802,9.74066843506018,top,2021-11-24,JHU,county
Fort Worth,Mortality,Deaths per 100K,77.5565234532941,% Healthcare Worker,7.57466048209989,7.58265758269802,9.74066843506018,bottom,2021-11-24,JHU,county
Houston,Mortality,Deaths per 100K,67.381500819709,% Healthcare Worker,7.60664888449241,7.58265758269802,9.74066843506018,middle,2021-11-24,JHU,county
Indianapolis,Mortality,Deaths per 100K,256.117494768332,% Healthcare Worker,9.06514032636691,7.58265758269802,9.74066843506018,middle,2021-11-22,LHD,county
Kansas City,Mortality,Deaths per 100K,177.63011817337,% Healthcare Worker,9.67547839029681,7.58265758269802,9.74066843506018,middle,2021-11-20,LHD,city
Las Vegas (Metro),Mortality,Deaths per 100K,89.1718089823346,% Healthcare Worker,6.79499580334453,7.58265758269802,9.74066843506018,bottom,2021-11-24,JHU,county
Los Angeles,Mortality,Deaths per 100K,87.0217637532287,% Healthcare Worker,8.13225638611531,7.58265758269802,9.74066843506018,middle,2021-11-24,JHU,county
Minneapolis,Mortality,Deaths per 100K,116.814647747928,% Healthcare Worker,9.22067187287958,7.58265758269802,9.74066843506018,middle,2021-11-22,LHD,city
New York City,Mortality,Deaths per 100K,351.513115792304,% Healthcare Worker,11.2063655722268,7.58265758269802,9.74066843506018,top,2021-11-24,LHD,city
Oakland,Mortality,Deaths per 100K,99.5067008235768,% Healthcare Worker,7.40767077018799,7.58265758269802,9.74066843506018,bottom,2021-11-24,LHD,city
Philadelphia,Mortality,Deaths per 100K,257.302534711778,% Healthcare Worker,13.2876136760171,7.58265758269802,9.74066843506018,top,2021-11-22,LHD,city
Phoenix,Mortality,Deaths per 100K,97.2607385830856,% Healthcare Worker,8.14659425584321,7.58265758269802,9.74066843506018,middle,2021-11-24,JHU,county
Portland,Mortality,Deaths per 100K,35.350051731783,% Healthcare Worker,9.66039505627897,7.58265758269802,9.74066843506018,middle,2021-11-24,JHU,county
San Antonio,Mortality,Deaths per 100K,84.0865456995271,% Healthcare Worker,9.7623984499813,7.58265758269802,9.74066843506018,top,2021-11-24,JHU,county
San Diego,Mortality,Deaths per 100K,41.9637227654542,% Healthcare Worker,9.2575299002014,7.58265758269802,9.74066843506018,middle,2021-11-24,JHU,county
San Jose,Mortality,Deaths per 100K,184.588737848962,% Healthcare Worker,7.74685614128091,7.58265758269802,9.74066843506018,middle,2021-11-18,LHD,county
Seattle,Mortality,Deaths per 100K,27.2707366188675,% Healthcare Worker,8.21359386461548,7.58265758269802,9.74066843506018,middle,2021-11-24,JHU,county
Washington,Mortality,Deaths per 100K,55.0924970282794,% Healthcare Worker,4.94254002032526,7.58265758269802,9.74066843506018,bottom,2021-11-24,JHU,city
Baltimore,Mortality,Deaths per 100K,220.842254594176,% Hispanic,5.28428719673186,10.7297914851693,34.8012400365087,bottom,2021-11-24,LHD,county
Boston,Mortality,Deaths per 100K,68.7517652480266,% Hispanic,19.8365233299093,10.7297914851693,34.8012400365087,middle,2021-11-24,JHU,county
Charlotte,Mortality,Deaths per 100K,42.4170011728666,% Hispanic,14.278450010205,10.7297914851693,34.8012400365087,middle,2021-11-24,JHU,county
Chicago,Mortality,Deaths per 100K,227.825153698016,% Hispanic,28.7934013745537,10.7297914851693,34.8012400365087,middle,2021-11-23,LHD,city
Cleveland,Mortality,Deaths per 100K,676.906785159961,% Hispanic,11.931520289035,10.7297914851693,34.8012400365087,middle,2021-11-18,LHD,county
Columbus,Mortality,Deaths per 100K,206.36205214711,% Hispanic,6.16934891805048,10.7297914851693,34.8012400365087,bottom,2021-11-15,LHD,county
Dallas,Mortality,Deaths per 100K,68.6564267116339,% Hispanic,41.8075291670299,10.7297914851693,34.8012400365087,top,2021-11-24,JHU,county
Denver,Mortality,Deaths per 100K,45.7785990632136,% Hispanic,29.8957164075876,10.7297914851693,34.8012400365087,middle,2021-11-24,JHU,city
Detroit,Mortality,Deaths per 100K,115.343410344873,% Hispanic,7.67943856404694,10.7297914851693,34.8012400365087,bottom,2021-11-24,JHU,county
Fort Worth,Mortality,Deaths per 100K,77.5565234532941,% Hispanic,35.0969406485125,10.7297914851693,34.8012400365087,top,2021-11-24,JHU,county
Houston,Mortality,Deaths per 100K,67.381500819709,% Hispanic,44.9644049251395,10.7297914851693,34.8012400365087,top,2021-11-24,JHU,county
Indianapolis,Mortality,Deaths per 100K,256.117494768332,% Hispanic,10.4553546949668,10.7297914851693,34.8012400365087,bottom,2021-11-22,LHD,county
Kansas City,Mortality,Deaths per 100K,177.63011817337,% Hispanic,10.6399207243361,10.7297914851693,34.8012400365087,bottom,2021-11-20,LHD,city
Las Vegas (Metro),Mortality,Deaths per 100K,89.1718089823346,% Hispanic,31.1356441143096,10.7297914851693,34.8012400365087,middle,2021-11-24,JHU,county
Los Angeles,Mortality,Deaths per 100K,87.0217637532287,% Hispanic,48.4608019892431,10.7297914851693,34.8012400365087,top,2021-11-24,JHU,county
Minneapolis,Mortality,Deaths per 100K,116.814647747928,% Hispanic,9.61924610538537,10.7297914851693,34.8012400365087,bottom,2021-11-22,LHD,city
New York City,Mortality,Deaths per 100K,351.513115792304,% Hispanic,29.0743571092949,10.7297914851693,34.8012400365087,middle,2021-11-24,LHD,city
Oakland,Mortality,Deaths per 100K,99.5067008235768,% Hispanic,27.0390052152803,10.7297914851693,34.8012400365087,middle,2021-11-24,LHD,city
Philadelphia,Mortality,Deaths per 100K,257.302534711778,% Hispanic,14.6831531117901,10.7297914851693,34.8012400365087,middle,2021-11-22,LHD,city
Phoenix,Mortality,Deaths per 100K,97.2607385830856,% Hispanic,42.6193358672935,10.7297914851693,34.8012400365087,top,2021-11-24,JHU,county
Portland,Mortality,Deaths per 100K,35.350051731783,% Hispanic,9.71592661295447,10.7297914851693,34.8012400365087,bottom,2021-11-24,JHU,county
San Antonio,Mortality,Deaths per 100K,84.0865456995271,% Hispanic,64.2346608243711,10.7297914851693,34.8012400365087,top,2021-11-24,JHU,county
San Diego,Mortality,Deaths per 100K,41.9637227654542,% Hispanic,30.3344346124678,10.7297914851693,34.8012400365087,middle,2021-11-24,JHU,county
San Jose,Mortality,Deaths per 100K,184.588737848962,% Hispanic,31.6095320573325,10.7297914851693,34.8012400365087,middle,2021-11-18,LHD,county
Seattle,Mortality,Deaths per 100K,27.2707366188675,% Hispanic,6.65865899034247,10.7297914851693,34.8012400365087,bottom,2021-11-24,JHU,county
Washington,Mortality,Deaths per 100K,55.0924970282794,% Hispanic,10.9994037676686,10.7297914851693,34.8012400365087,middle,2021-11-24,JHU,city
Baltimore,Mortality,Deaths per 100K,220.842254594176,% NH-Black,61.7706458773923,7.72411369502659,28.5357204408988,top,2021-11-24,LHD,county
Boston,Mortality,Deaths per 100K,68.7517652480266,% NH-Black,22.6622967683111,7.72411369502659,28.5357204408988,middle,2021-11-24,JHU,county
Charlotte,Mortality,Deaths per 100K,42.4170011728666,% NH-Black,34.6155057293641,7.72411369502659,28.5357204408988,top,2021-11-24,JHU,county
Chicago,Mortality,Deaths per 100K,227.825153698016,% NH-Black,29.1892628031241,7.72411369502659,28.5357204408988,top,2021-11-23,LHD,city
Cleveland,Mortality,Deaths per 100K,676.906785159961,% NH-Black,48.1787366137011,7.72411369502659,28.5357204408988,top,2021-11-18,LHD,county
Columbus,Mortality,Deaths per 100K,206.36205214711,% NH-Black,28.6315111325099,7.72411369502659,28.5357204408988,top,2021-11-15,LHD,county
Dallas,Mortality,Deaths per 100K,68.6564267116339,% NH-Black,23.9512344695524,7.72411369502659,28.5357204408988,middle,2021-11-24,JHU,county
Denver,Mortality,Deaths per 100K,45.7785990632136,% NH-Black,8.89401000034015,7.72411369502659,28.5357204408988,middle,2021-11-24,JHU,city
Detroit,Mortality,Deaths per 100K,115.343410344873,% NH-Black,77.9817764480819,7.72411369502659,28.5357204408988,top,2021-11-24,JHU,county
Fort Worth,Mortality,Deaths per 100K,77.5565234532941,% NH-Black,18.5249101956654,7.72411369502659,28.5357204408988,middle,2021-11-24,JHU,county
Houston,Mortality,Deaths per 100K,67.381500819709,% NH-Black,22.0934872785696,7.72411369502659,28.5357204408988,middle,2021-11-24,JHU,county
Indianapolis,Mortality,Deaths per 100K,256.117494768332,% NH-Black,28.2483483660652,7.72411369502659,28.5357204408988,middle,2021-11-22,LHD,county
Kansas City,Mortality,Deaths per 100K,177.63011817337,% NH-Black,27.9436435555629,7.72411369502659,28.5357204408988,middle,2021-11-20,LHD,city
Las Vegas (Metro),Mortality,Deaths per 100K,89.1718089823346,% NH-Black,11.2310976515167,7.72411369502659,28.5357204408988,middle,2021-11-24,JHU,county
Los Angeles,Mortality,Deaths per 100K,87.0217637532287,% NH-Black,8.61496126985663,7.72411369502659,28.5357204408988,middle,2021-11-24,JHU,county
Minneapolis,Mortality,Deaths per 100K,116.814647747928,% NH-Black,18.8982784708939,7.72411369502659,28.5357204408988,middle,2021-11-22,LHD,city
New York City,Mortality,Deaths per 100K,351.513115792304,% NH-Black,21.8253953171493,7.72411369502659,28.5357204408988,middle,2021-11-24,LHD,city
Oakland,Mortality,Deaths per 100K,99.5067008235768,% NH-Black,23.2297569731144,7.72411369502659,28.5357204408988,middle,2021-11-24,LHD,city
Philadelphia,Mortality,Deaths per 100K,257.302534711778,% NH-Black,40.829156309865,7.72411369502659,28.5357204408988,top,2021-11-22,LHD,city
Phoenix,Mortality,Deaths per 100K,97.2607385830856,% NH-Black,6.73324282600855,7.72411369502659,28.5357204408988,bottom,2021-11-24,JHU,county
Portland,Mortality,Deaths per 100K,35.350051731783,% NH-Black,5.6340472747954,7.72411369502659,28.5357204408988,bottom,2021-11-24,JHU,county
San Antonio,Mortality,Deaths per 100K,84.0865456995271,% NH-Black,6.443146696833,7.72411369502659,28.5357204408988,bottom,2021-11-24,JHU,county
San Diego,Mortality,Deaths per 100K,41.9637227654542,% NH-Black,6.04587346664557,7.72411369502659,28.5357204408988,bottom,2021-11-24,JHU,county
San Jose,Mortality,Deaths per 100K,184.588737848962,% NH-Black,2.83441504733918,7.72411369502659,28.5357204408988,bottom,2021-11-18,LHD,county
Seattle,Mortality,Deaths per 100K,27.2707366188675,% NH-Black,7.17059802155169,7.72411369502659,28.5357204408988,bottom,2021-11-24,JHU,county
Washington,Mortality,Deaths per 100K,55.0924970282794,% NH-Black,45.4427205518253,7.72411369502659,28.5357204408988,top,2021-11-24,JHU,city
Baltimore,Mortality,Deaths per 100K,220.842254594176,% NH Asian/PI,2.60298309448436,3.50851232142267,11.2509525434844,bottom,2021-11-24,LHD,county
Boston,Mortality,Deaths per 100K,68.7517652480266,% NH Asian/PI,9.64056465788693,3.50851232142267,11.2509525434844,middle,2021-11-24,JHU,county
Charlotte,Mortality,Deaths per 100K,42.4170011728666,% NH Asian/PI,6.54179665859988,3.50851232142267,11.2509525434844,middle,2021-11-24,JHU,county
Chicago,Mortality,Deaths per 100K,227.825153698016,% NH Asian/PI,6.55621963038663,3.50851232142267,11.2509525434844,middle,2021-11-23,LHD,city
Cleveland,Mortality,Deaths per 100K,676.906785159961,% NH Asian/PI,2.55267570247247,3.50851232142267,11.2509525434844,bottom,2021-11-18,LHD,county
Columbus,Mortality,Deaths per 100K,206.36205214711,% NH Asian/PI,5.83311422304631,3.50851232142267,11.2509525434844,middle,2021-11-15,LHD,county
Dallas,Mortality,Deaths per 100K,68.6564267116339,% NH Asian/PI,3.38573528571815,3.50851232142267,11.2509525434844,bottom,2021-11-24,JHU,county
Denver,Mortality,Deaths per 100K,45.7785990632136,% NH Asian/PI,3.77407961722054,3.50851232142267,11.2509525434844,middle,2021-11-24,JHU,city
Detroit,Mortality,Deaths per 100K,115.343410344873,% NH Asian/PI,1.67921036214456,3.50851232142267,11.2509525434844,bottom,2021-11-24,JHU,county
Fort Worth,Mortality,Deaths per 100K,77.5565234532941,% NH Asian/PI,4.58256566495235,3.50851232142267,11.2509525434844,middle,2021-11-24,JHU,county
Houston,Mortality,Deaths per 100K,67.381500819709,% NH Asian/PI,6.75479737122755,3.50851232142267,11.2509525434844,middle,2021-11-24,JHU,county
Indianapolis,Mortality,Deaths per 100K,256.117494768332,% NH Asian/PI,3.41998988949004,3.50851232142267,11.2509525434844,bottom,2021-11-22,LHD,county
Kansas City,Mortality,Deaths per 100K,177.63011817337,% NH Asian/PI,2.84948314569782,3.50851232142267,11.2509525434844,bottom,2021-11-20,LHD,city
Las Vegas (Metro),Mortality,Deaths per 100K,89.1718089823346,% NH Asian/PI,10.232061902728,3.50851232142267,11.2509525434844,middle,2021-11-24,JHU,county
Los Angeles,Mortality,Deaths per 100K,87.0217637532287,% NH Asian/PI,11.5905827570699,3.50851232142267,11.2509525434844,top,2021-11-24,JHU,county
Minneapolis,Mortality,Deaths per 100K,116.814647747928,% NH Asian/PI,5.93661080499805,3.50851232142267,11.2509525434844,middle,2021-11-22,LHD,city
New York City,Mortality,Deaths per 100K,351.513115792304,% NH Asian/PI,14.0105205696045,3.50851232142267,11.2509525434844,top,2021-11-24,LHD,city
Oakland,Mortality,Deaths per 100K,99.5067008235768,% NH Asian/PI,15.8627325057575,3.50851232142267,11.2509525434844,top,2021-11-24,LHD,city
Philadelphia,Mortality,Deaths per 100K,257.302534711778,% NH Asian/PI,7.21175371657458,3.50851232142267,11.2509525434844,middle,2021-11-22,LHD,city
Phoenix,Mortality,Deaths per 100K,97.2607385830856,% NH Asian/PI,3.84974559358537,3.50851232142267,11.2509525434844,middle,2021-11-24,JHU,county
Portland,Mortality,Deaths per 100K,35.350051731783,% NH Asian/PI,8.67717045488005,3.50851232142267,11.2509525434844,middle,2021-11-24,JHU,county
San Antonio,Mortality,Deaths per 100K,84.0865456995271,% NH Asian/PI,2.79367912774032,3.50851232142267,11.2509525434844,bottom,2021-11-24,JHU,county
San Diego,Mortality,Deaths per 100K,41.9637227654542,% NH Asian/PI,16.8084944873377,3.50851232142267,11.2509525434844,top,2021-11-24,JHU,county
San Jose,Mortality,Deaths per 100K,184.588737848962,% NH Asian/PI,36.0966828518328,3.50851232142267,11.2509525434844,top,2021-11-18,LHD,county
Seattle,Mortality,Deaths per 100K,27.2707366188675,% NH Asian/PI,15.5805910493508,3.50851232142267,11.2509525434844,top,2021-11-24,JHU,county
Washington,Mortality,Deaths per 100K,55.0924970282794,% NH Asian/PI,3.96934817225195,3.50851232142267,11.2509525434844,middle,2021-11-24,JHU,city
Baltimore,Mortality,Deaths per 100K,220.842254594176,% NH Native American,0.236769168122529,0.174312629873896,0.330388362059734,middle,2021-11-24,LHD,county
Boston,Mortality,Deaths per 100K,68.7517652480266,% NH Native American,0.201058185595993,0.174312629873896,0.330388362059734,middle,2021-11-24,JHU,county
Charlotte,Mortality,Deaths per 100K,42.4170011728666,% NH Native American,0.289471382336648,0.174312629873896,0.330388362059734,middle,2021-11-24,JHU,county
Chicago,Mortality,Deaths per 100K,227.825153698016,% NH Native American,0.100312452251937,0.174312629873896,0.330388362059734,bottom,2021-11-23,LHD,city
Cleveland,Mortality,Deaths per 100K,676.906785159961,% NH Native American,0.177532301015879,0.174312629873896,0.330388362059734,middle,2021-11-18,LHD,county
Columbus,Mortality,Deaths per 100K,206.36205214711,% NH Native American,0.173239406159902,0.174312629873896,0.330388362059734,bottom,2021-11-15,LHD,county
Dallas,Mortality,Deaths per 100K,68.6564267116339,% NH Native American,0.140912602621951,0.174312629873896,0.330388362059734,bottom,2021-11-24,JHU,county
Denver,Mortality,Deaths per 100K,45.7785990632136,% NH Native American,0.451545970951393,0.174312629873896,0.330388362059734,top,2021-11-24,JHU,city
Detroit,Mortality,Deaths per 100K,115.343410344873,% NH Native American,0.327929097372566,0.174312629873896,0.330388362059734,middle,2021-11-24,JHU,county
Fort Worth,Mortality,Deaths per 100K,77.5565234532941,% NH Native American,0.281106723345467,0.174312629873896,0.330388362059734,middle,2021-11-24,JHU,county
Houston,Mortality,Deaths per 100K,67.381500819709,% NH Native American,0.122920735169873,0.174312629873896,0.330388362059734,bottom,2021-11-24,JHU,county
Indianapolis,Mortality,Deaths per 100K,256.117494768332,% NH Native American,0.208109924610763,0.174312629873896,0.330388362059734,middle,2021-11-22,LHD,county
Kansas City,Mortality,Deaths per 100K,177.63011817337,% NH Native American,0.276724697987681,0.174312629873896,0.330388362059734,middle,2021-11-20,LHD,city
Las Vegas (Metro),Mortality,Deaths per 100K,89.1718089823346,% NH Native American,0.462418950652703,0.174312629873896,0.330388362059734,top,2021-11-24,JHU,county
Los Angeles,Mortality,Deaths per 100K,87.0217637532287,% NH Native American,0.160678165717824,0.174312629873896,0.330388362059734,bottom,2021-11-24,JHU,county
Minneapolis,Mortality,Deaths per 100K,116.814647747928,% NH Native American,1.14292783662127,0.174312629873896,0.330388362059734,top,2021-11-22,LHD,city
New York City,Mortality,Deaths per 100K,351.513115792304,% NH Native American,0.171783551062818,0.174312629873896,0.330388362059734,bottom,2021-11-24,LHD,city
Oakland,Mortality,Deaths per 100K,99.5067008235768,% NH Native American,0.342274821981806,0.174312629873896,0.330388362059734,top,2021-11-24,LHD,city
Philadelphia,Mortality,Deaths per 100K,257.302534711778,% NH Native American,0.21170622041385,0.174312629873896,0.330388362059734,middle,2021-11-22,LHD,city
Phoenix,Mortality,Deaths per 100K,97.2607385830856,% NH Native American,1.64431846086109,0.174312629873896,0.330388362059734,top,2021-11-24,JHU,county
Portland,Mortality,Deaths per 100K,35.350051731783,% NH Native American,0.64048623024341,0.174312629873896,0.330388362059734,top,2021-11-24,JHU,county
San Antonio,Mortality,Deaths per 100K,84.0865456995271,% NH Native American,0.156291132517242,0.174312629873896,0.330388362059734,bottom,2021-11-24,JHU,county
San Diego,Mortality,Deaths per 100K,41.9637227654542,% NH Native American,0.215668149148714,0.174312629873896,0.330388362059734,middle,2021-11-24,JHU,county
San Jose,Mortality,Deaths per 100K,184.588737848962,% NH Native American,0.17865309577791,0.174312629873896,0.330388362059734,middle,2021-11-18,LHD,county
Seattle,Mortality,Deaths per 100K,27.2707366188675,% NH Native American,0.436004169514224,0.174312629873896,0.330388362059734,top,2021-11-24,JHU,county
Washington,Mortality,Deaths per 100K,55.0924970282794,% NH Native American,0.204711245981206,0.174312629873896,0.330388362059734,middle,2021-11-24,JHU,city
Baltimore,Mortality,Deaths per 100K,220.842254594176,% NH White,27.4911663098162,28.3324232079248,47.3369690651028,bottom,2021-11-24,LHD,county
Boston,Mortality,Deaths per 100K,68.7517652480266,% NH White,44.4963974639783,28.3324232079248,47.3369690651028,middle,2021-11-24,JHU,county
Charlotte,Mortality,Deaths per 100K,42.4170011728666,% NH White,41.4802460856635,28.3324232079248,47.3369690651028,middle,2021-11-24,JHU,county
Chicago,Mortality,Deaths per 100K,227.825153698016,% NH White,33.2813317714411,28.3324232079248,47.3369690651028,middle,2021-11-23,LHD,city
Cleveland,Mortality,Deaths per 100K,676.906785159961,% NH White,33.7962842800858,28.3324232079248,47.3369690651028,middle,2021-11-18,LHD,county
Columbus,Mortality,Deaths per 100K,206.36205214711,% NH White,55.1321320398428,28.3324232079248,47.3369690651028,top,2021-11-15,LHD,county
Dallas,Mortality,Deaths per 100K,68.6564267116339,% NH White,28.9661449017445,28.3324232079248,47.3369690651028,middle,2021-11-24,JHU,county
Denver,Mortality,Deaths per 100K,45.7785990632136,% NH White,54.1724775219112,28.3324232079248,47.3369690651028,top,2021-11-24,JHU,city
Detroit,Mortality,Deaths per 100K,115.343410344873,% NH White,10.5247013741015,28.3324232079248,47.3369690651028,bottom,2021-11-24,JHU,county
Fort Worth,Mortality,Deaths per 100K,77.5565234532941,% NH White,39.1736743210495,28.3324232079248,47.3369690651028,middle,2021-11-24,JHU,county
Houston,Mortality,Deaths per 100K,67.381500819709,% NH White,24.4129236437169,28.3324232079248,47.3369690651028,bottom,2021-11-24,JHU,county
Indianapolis,Mortality,Deaths per 100K,256.117494768332,% NH White,54.4759829116186,28.3324232079248,47.3369690651028,top,2021-11-22,LHD,county
Kansas City,Mortality,Deaths per 100K,177.63011817337,% NH White,55.1636088519009,28.3324232079248,47.3369690651028,top,2021-11-20,LHD,city
Las Vegas (Metro),Mortality,Deaths per 100K,89.1718089823346,% NH White,42.7746236945487,28.3324232079248,47.3369690651028,middle,2021-11-24,JHU,county
